username, created_at, lng, lat, text
AC_Cruzin, Fri Apr 24 06:13:45 +0000 2020, -112.124676, 33.552863, Rey de corazones 
DrMVPsimivalley, Fri Apr 24 06:13:45 +0000 2020, -118.731399, 34.267311, Welcome to #midnightpedagogy! 
faizancharania7, Fri Apr 24 06:13:46 +0000 2020, -83.173867, 32.678207, @Saahil8100 @dochudson_ He’s the G bruh 
shooshie, Fri Apr 24 06:13:46 +0000 2020, -79.272570, 43.629311, Truly the finest response to “I’m not a doctor” Trump 
Infinitedreammz, Fri Apr 24 06:13:46 +0000 2020, -121.873730, 37.331159, I did that 
MOFinancial, Fri Apr 24 06:13:46 +0000 2020, -80.244984, 36.087169, @momomarleau @colorworldbooks @BrycePapenbrook @LeahClarkVA Good, next panel(s) are May 8th! See you soon! 
MaryEMiranda, Fri Apr 24 06:13:46 +0000 2020, -122.735500, 48.986979, I'm on a roll, my husband surprised me on monday with a Fitbit Inspire and I'm over the moon! I really enjoy seeing… https://t.co/UIWH6lxUfy 
hanniebobanni, Fri Apr 24 06:13:47 +0000 2020, -82.388215, 36.344741, love when me and noah devote the entire night to depriving deserted islands of their natural resources 
_psalomon_, Fri Apr 24 06:13:47 +0000 2020, -110.915573, 32.189391, @WatchtowerM @coffee_and_pi @jjsol1 @CapturingChrist This is so cringy lol 
CoachTru, Fri Apr 24 06:13:47 +0000 2020, -90.597442, 41.537943, Remember when 15 cases was going to become zero? Remember when it would magically go away?Good times.… https://t.co/Q3y5AszQEi 
4otf, Fri Apr 24 06:13:47 +0000 2020, -93.281384, 44.950877, @IronDoorPub @MayoClinic @UMNews https://t.co/xHgh5ODXmN 
goriowilliams, Fri Apr 24 06:13:47 +0000 2020, -118.192251, 34.851658, #BREAKING NKNEWS states Kim Jun Un is fine.#KimJungUn Airing now on their internet stream. https://t.co/UDvnQx83aq 
TheRedbullKidd, Fri Apr 24 06:13:47 +0000 2020, -111.931711, 34.168253, Evening emojis are adapting to the times . . . . . #COVID19 #BlueManGroup https://t.co/nPjIl9vVou 
Theboymala, Fri Apr 24 06:13:47 +0000 2020, -76.069946, 36.802541, @ohsoraya I’ll bet my first 2,000 check it’s not happening 😂😂 
keag49, Fri Apr 24 06:13:47 +0000 2020, -93.856257, 30.038826, I can’t believe Dallas actually drafted CeeDee Lamb with pick 17, feels like this draft is too good to be true lol 
Nailgun_Rampage, Fri Apr 24 06:13:47 +0000 2020, -76.614000, 39.294400, A gif from a nice knife clip.  #Valorant #PCGaming #KnifeKill #EndlessCemetery #TwitchAffiliate #CounterStrike @ Ba… https://t.co/3RVc6EmamV 
augdoglandis, Fri Apr 24 06:13:47 +0000 2020, -115.234435, 36.018805, @ChuckWendig The Bob Newhart Show 
xzavierlondon, Fri Apr 24 06:13:47 +0000 2020, -122.551856, 47.111487, Trash 
whitneylhilton, Fri Apr 24 06:13:48 +0000 2020, -100.076888, 31.168893, *she asks herself 
MrMouth1117, Fri Apr 24 06:13:48 +0000 2020, -73.831187, 40.670879, @amandafreitag @TheTedAllen @conantnyc @gzchef @ManeetChauhan @chefmarcmurphy I can't stop laughing...I saved them,… https://t.co/tyAt5RPlwO 
49316a5e566a436, Fri Apr 24 06:13:48 +0000 2020, -82.921168, 41.512646, @AJaClay Welcome to the Dawg Pound! We are so happy to have you. 
BucketManRon, Fri Apr 24 06:13:48 +0000 2020, -112.124676, 33.552863, https://t.co/YLBWRTfg7H 
_lydthesquidd, Fri Apr 24 06:13:48 +0000 2020, -97.607020, 30.460444, Ahhhh 
allohhhh, Fri Apr 24 06:13:48 +0000 2020, -95.446486, 29.838495, @horrebitch If you looked like a black woman I wouldn’t have asked. 
colleen0jacob, Fri Apr 24 06:13:48 +0000 2020, -85.768241, 37.822244, @TheRodeoMrs https://t.co/L2SJlnceG6 
xTeeWeezy, Fri Apr 24 06:13:48 +0000 2020, -81.526530, 41.523913, @XChynaaaa Don’t play me fatty 
queen_lavender7, Fri Apr 24 06:13:49 +0000 2020, -117.421380, 34.548619, @EmersynKropp No 
TheMillennialMD, Fri Apr 24 06:13:49 +0000 2020, -81.705467, 41.495940, @nytimes why not acknowledge Taiwan 🇹🇼 and Hong Kong’s 🇭🇰 (neighboring Chinese countries with lower rates than AUS.… https://t.co/0jrE27k2nU 
GeauxDyl, Fri Apr 24 06:13:49 +0000 2020, -90.890053, 30.230047, y u teasin me? 
Dee_Black_MMA_, Fri Apr 24 06:13:49 +0000 2020, -73.807767, 40.930891, The Toddfather. #mlb #baseball #homerunderby #topps #toddfrazier #dingers #bombs #hrs #doubledup https://t.co/S0HZ8WhVM9 
keelan_bryan, Fri Apr 24 06:13:49 +0000 2020, -120.539923, 46.993279, @brscozzafave12 Pissed that I watched it so quick... now I gotta wait for season 2 
keithxo_, Fri Apr 24 06:13:49 +0000 2020, -96.961483, 32.863917, @Curlyheadedbri1 Felt so damn good lmao 
Kc74559860, Fri Apr 24 06:13:49 +0000 2020, -73.948775, 40.655138, @aundreyamarie https://t.co/QhfBhqtaKF 
Cali_Style_Jas, Fri Apr 24 06:13:50 +0000 2020, -122.048097, 37.675864, I’m always impressed when a nigga can read the shit outta me w very little information given from my part lmaooo li… https://t.co/uzVpD32Mbd 
Sheyramos01, Fri Apr 24 06:13:50 +0000 2020, -74.271204, 40.521462, Ah que pasa borra y volverlo a escribir. 🙄🙄🙄 
amirhunterTF, Fri Apr 24 06:13:50 +0000 2020, -78.853563, 42.896230, i would lick everything on this woman’s body 
bristmvs, Fri Apr 24 06:13:50 +0000 2020, -73.831187, 40.670879, I just want my hair laid 😭😭😭 https://t.co/WzP4tDBk4T 
DRay__10, Fri Apr 24 06:13:50 +0000 2020, -95.446486, 29.838495, Lmaaooo the rapping while peeing got me 😂 
DevalinGalloway, Fri Apr 24 06:13:50 +0000 2020, -123.123581, 49.257639, @RhiRhiCarter @pidgeon_toad Yeah we good 
JerusR, Fri Apr 24 06:13:50 +0000 2020, -77.264340, 39.170112, @8ardv Ni si quiera pisaran suelo venezolano. Maduro como que no ha oido hablar de los ataques de precision no colaterales ... 
WhitneyBeauty1, Fri Apr 24 06:13:50 +0000 2020, -85.088417, 32.524128, *Half Lemon Pepper Half BBQ With a Peach Drank 🙂😭 
Kody_Kodes, Fri Apr 24 06:13:50 +0000 2020, -149.758794, 61.235042, @dinas_nose What’s going on? 
Imani_M97, Fri Apr 24 06:13:50 +0000 2020, -74.262990, 40.791359, i’ve  always wanted a name ring , earring and necklace. the good ones pricy as hell tho. 
shinathagoat, Fri Apr 24 06:13:51 +0000 2020, -95.446486, 29.838495, the search continues.... 
theman6239able, Fri Apr 24 06:13:51 +0000 2020, -80.268300, 26.661500, #home uploading a new video it’s dope as fuck This one is #random #battle #weapons #dance #music #dancer #love… https://t.co/oFWctp1M4H 
J_sterling_, Fri Apr 24 06:13:51 +0000 2020, -85.641142, 42.956412, Is TDE about to drop an album 🧐👀👀 
therealjuictay, Fri Apr 24 06:13:51 +0000 2020, -76.620482, 39.284713, I cant wait to see my chiropractor 
DalalEAlqahtani, Fri Apr 24 06:13:51 +0000 2020, -77.101999, 38.880845, @teacher4942 علينا و عليك و يا رب يتقبل من الجميع صالح الأعمال 🌙 
Hatchieboi_iAm, Fri Apr 24 06:13:51 +0000 2020, -88.161555, 30.683649, Could’ve been better, we waited too long 
illmaticEnigma, Fri Apr 24 06:13:51 +0000 2020, -84.433106, 33.767195, @chazatl04 Period! 
Bundesliga4u, Fri Apr 24 06:13:51 +0000 2020, -94.498228, 37.096519, Hansi Flick maintains that Neuer is Bayern’s #1 keeper, excited for Alexander Nübel to join https://t.co/GdTSadlR5S 
seguranick, Fri Apr 24 06:13:51 +0000 2020, -106.632718, 35.117002, Sometimes I go weeks without getting on Facebook or Instagram and I miss out on so many engagement and pregnancy an… https://t.co/u0rNG0gEPN 
jezi_nwa, Fri Apr 24 06:13:52 +0000 2020, -83.601802, 42.245713, @Ma_Khi247 I was thought that I can’t speak for everyone. But I don’t knock someone who see it differently. 
kayy_dott_, Fri Apr 24 06:13:52 +0000 2020, -100.076888, 31.168893, They fine 😩 
NocturnalVibe_, Fri Apr 24 06:13:52 +0000 2020, -81.393653, 28.664804, @MikeHolloway3_ 4/10..... I’m going back to atl music 😭 
britty0148, Fri Apr 24 06:13:52 +0000 2020, -102.888989, 31.578888, @toriiii31 girlll i will! cause this staying inside and doing nothing is starting to make me feel depressed all over again. 
CeciliaMorrell, Fri Apr 24 06:13:52 +0000 2020, -79.272570, 43.629311, @9moonpie9 adorbs!🥰💕 
F3rnMayo, Fri Apr 24 06:13:52 +0000 2020, -83.173867, 32.678207, WHOOP HIS ASS 
MicheleMcCool, Fri Apr 24 06:13:52 +0000 2020, -87.946235, 42.170104, @annefrances @realDonaldTrump Per Jeopardy for $1000-What is a vaccine? 
eduran02, Fri Apr 24 06:13:52 +0000 2020, -118.214044, 33.978926, @Hillis3000 @overraytedd @DomFlournoyNBA @Bos_Laflare @Baller15Ec @HeStillCold When you have multiple playerS 2nd a… https://t.co/ZCI28gONwk 
DE7EN_MUA, Fri Apr 24 06:13:53 +0000 2020, -118.411907, 34.020789, @cheritaisrandom Oh miss short stuff!!!! 😍😍😍 How cute! https://t.co/l3nMViSPLU 
xiaoqingzhang10, Fri Apr 24 06:13:53 +0000 2020, -117.982366, 34.002381, @juntaowang 给你们一张单程票，换取美国的绥靖政策！ 
evacaitlyn_, Fri Apr 24 06:13:53 +0000 2020, -75.117998, 40.004866, I’ve been on Pinterest for like the last hour brainstorming themes for my classroom 😭😂 
junior_homay, Fri Apr 24 06:13:53 +0000 2020, -118.248063, 33.839612, I’ll tell Vic to hang up just to text her: “I can’t believe you actually hung up” like THAT’S SOME NERVEFirst y… https://t.co/SkKa3wvBzr 
NaliniAsha, Fri Apr 24 06:13:53 +0000 2020, -117.144167, 32.916389, 🌻💛🌻💛🌻💛🌻💛 -----#ecology #floral #biology #entomology #sandiegoartist #naliniashaart #naliniasha  #artnouveau… https://t.co/jzpQZgGu7c 
cherry_baby34, Fri Apr 24 06:13:53 +0000 2020, -97.946811, 38.027718, @EruOfficial_ ヾ(´∀｀*)ﾖｼﾖｼ❤💋 
JohnThePrez_, Fri Apr 24 06:13:53 +0000 2020, -93.809434, 32.461107, @imanmuejaza Clever. 
EmilyIsSerious, Fri Apr 24 06:13:53 +0000 2020, -84.557899, 42.712049, You know those little 100 calorie packs of Oreos but they weren't actually Oreos they were just little chocolate wa… https://t.co/9jTjWuKCnD 
magglewhore, Fri Apr 24 06:13:53 +0000 2020, -122.430277, 48.753353, listening to yugoslav punk 
HereAsTerrenceJ, Fri Apr 24 06:13:53 +0000 2020, -71.088712, 42.313670, @domthefurious @kis_WGBH On our YouTube Page! Search “Keep It Social”! 
notgabrealistic, Fri Apr 24 06:13:53 +0000 2020, -117.397616, 33.935822, I remember once in 6th grade I kept saying really stupid shit out loud in class because I thought my teacher genuin… https://t.co/rW6Abdx9JT 
garecruits1, Fri Apr 24 06:13:53 +0000 2020, -83.173867, 32.678207, @GrindFactory7v7 @_PrestonRatliff @NGHSAthletics @NFA7v7 @DomoSportsGroup @EliteRawTalent @SleeperRecruit Beast mode 
JoseAlGallegos, Fri Apr 24 06:13:53 +0000 2020, -111.498181, 28.969863, @Saravldz95 Cada rato te digo que estás bien preciosa 
KingJay601, Fri Apr 24 06:13:53 +0000 2020, -91.090800, 30.459100, Yeah she ain’t makin it too far 
Elizabe35971752, Fri Apr 24 06:13:53 +0000 2020, -93.389864, 41.938228, @Ryvenger1 @RobertPLewis What did pence do?  It also seems to point to a connection between Bush and Pence?  Or wer… https://t.co/HodEtJNwkd 
VegasBirdman, Fri Apr 24 06:13:53 +0000 2020, -115.038337, 36.006256, @AndyGlockner No one said to inject cleaning products. Actually our public drinking water is DISINFECTED by adding… https://t.co/hZSr1ogUTj 
PamelaA22089038, Fri Apr 24 06:13:54 +0000 2020, -121.796444, 37.985661, Are you tired of being sick I know I am 
CashAppRecords, Fri Apr 24 06:13:54 +0000 2020, -90.011008, 29.982601, @friedgreentits She could’ve taken them damn AirPods out 😂 
lembonegaming, Fri Apr 24 06:13:54 +0000 2020, -111.671789, 40.248646, Offense is a mf powerhouse.. not that it already was. 😤🏁 #ChiefsKingdom 
Richard87870382, Fri Apr 24 06:13:54 +0000 2020, -80.067105, 37.288445, @thirdrowtesla @elonmusk Dude all is good for now we need some ppe that people aren’t embarrassed to wear it could… https://t.co/oLpVbYGsMW 
_cynponce, Fri Apr 24 06:13:54 +0000 2020, -95.446486, 29.838495, https://t.co/tysuGO7hWi 
jake_rotenberry, Fri Apr 24 06:13:54 +0000 2020, -90.479380, 30.482053, Rodgers getting sent to the gulag soon bro don’t worry 
tm_baaby, Fri Apr 24 06:13:54 +0000 2020, -118.411907, 34.020789, @morgannnnXO i deadass hate autocorrect 😤 
TinaSmi43212544, Fri Apr 24 06:13:54 +0000 2020, -115.223125, 36.232915, https://t.co/QYV7dUHLvT 
adair1946, Fri Apr 24 06:13:54 +0000 2020, -120.841443, 37.060965, @GSarafan Trump should be charged for practicing Medicine without a license. Next will he be telling people to take… https://t.co/F9rZzrv2ih 
briannarobillos, Fri Apr 24 06:13:54 +0000 2020, -123.122401, 44.065621, @SUFFOCATEMUSIC let’s go ... you don’t want that smoke 
jellykasa, Fri Apr 24 06:13:55 +0000 2020, -79.861034, 35.170499, @n0a8k1k6u すまん、ちょっとまてください！ 
RAIDERLIFER_, Fri Apr 24 06:13:55 +0000 2020, -117.051966, 46.413097, @PFF_AustinGayle Y'all crack me up gnight🤣😂🤣😂 
issahendrixxx, Fri Apr 24 06:13:55 +0000 2020, -84.433106, 33.767195, I’m Fw “Top 10”#KCamp #Kiss5 
katia_r0driguez, Fri Apr 24 06:13:55 +0000 2020, -100.155246, 25.923025, Te amo tanto que me consume 
gscott409, Fri Apr 24 06:13:55 +0000 2020, -96.761753, 32.819858, i wish i could stop bein so nonchalant about shi but i really just dont carebe like that 🤷🏽‍♂️ 
captinmorgan15, Fri Apr 24 06:13:55 +0000 2020, -111.880240, 40.688518, A le velda es que tengo q empezar a estudiar ya.. U of U accept me plz I know i suck but i will succeed 
_laurenvasquezz, Fri Apr 24 06:13:55 +0000 2020, -80.401767, 27.582329, Sometimes I wish I could post what me and Alina be talking about but fuck nooo😂😂😂 
theerealalyx, Fri Apr 24 06:13:55 +0000 2020, -81.749130, 41.440474, @jvando_ My hair goes to the middle of my back thank you very much 😂😂😂🙄 
masa_chase, Fri Apr 24 06:13:55 +0000 2020, -120.583402, 44.145437, @trailblazers @McDonalds I miss Mike and Mike 
micheleozuna, Fri Apr 24 06:13:56 +0000 2020, -111.001401, 31.192592, solo comparto memes ya no escribo nada 
juiiicyjae, Fri Apr 24 06:13:56 +0000 2020, -157.937057, 21.404041, @codikaimana @khloekardashian Right? They’re kinda fun to watch &amp; they’re all so pretty 😍 
ayeburt, Fri Apr 24 06:13:56 +0000 2020, -79.761426, 40.494116, @Shteyngart Good idea. Let Trump inject himself with bleach. Maybe the orange will go away 
FalletEvelyn, Fri Apr 24 06:13:56 +0000 2020, -107.342056, 24.662488, @jaxlallen Te comeria todo 
BecquetSQ, Fri Apr 24 06:13:56 +0000 2020, -118.411907, 34.020789, I could not be prouder to work for @Accenture right now. We are partnering with Massachusetts &amp; other states using… https://t.co/M4s17OM4OR 
SNAILBABY444, Fri Apr 24 06:13:57 +0000 2020, -93.197723, 30.202771, @madeline_ann11 No 
DEWEDDIE, Fri Apr 24 06:13:57 +0000 2020, -79.021309, 33.586553, Spot on, Mr. President.  Great move.😎👍 
rbrtpnc, Fri Apr 24 06:13:57 +0000 2020, -118.411907, 34.020789, @Steph56Renee @HillaryClinton pinned @realDonaldTrump but good, when in the debates she exposed Trump to be a wooden headed marionette. 
natecvaughan, Fri Apr 24 06:13:57 +0000 2020, -82.522582, 36.512493, I don't care what decisions he makes, I'll love Vrabes as a man til I die. 
SkurryMurry_23, Fri Apr 24 06:13:57 +0000 2020, -118.130426, 33.937674, It ain’t that great. Most barely last their lease 💀😂 
FUCKZOE, Fri Apr 24 06:13:57 +0000 2020, -73.968542, 40.780709, @YOUNGGRISELDA_ LMAOO nah not that crazy bitch. I would never eat no food she cooked me it’ll prolly poison me. 
xstratosx, Fri Apr 24 06:13:57 +0000 2020, -79.272570, 43.629311, @tommy_vendetta @pufisgod Love you buddy ♥️ https://t.co/DjxF47NRzL 
MistyTrainxr, Fri Apr 24 06:13:57 +0000 2020, -77.493170, 37.529883, ...........I want them all arrested 
Sophie_Belleee, Fri Apr 24 06:13:57 +0000 2020, -79.861034, 35.170499, Alternative, Classic Rock, Folk, @ max volume @ 3 am &amp; chill?  🥺👉🏻👈🏻 
yeonjunshakur, Fri Apr 24 06:13:57 +0000 2020, -87.732013, 41.833585, toe 
GambinoFi7Mini, Fri Apr 24 06:13:57 +0000 2020, -121.796444, 37.985661, I hate a lame ass nigga like bitch ima slap you‼️ 
PrettyLocsTorii, Fri Apr 24 06:13:57 +0000 2020, -84.366047, 33.755827, PrettyLocsTorii have availability!! Click link in Bio (https://t.co/OIg6CJOPL5) Grinding 7️⃣ days a week,2️⃣4️⃣hour… https://t.co/0hE9GoGhkd 
SirLogan_21, Fri Apr 24 06:13:58 +0000 2020, -80.846785, 35.209059, @_OgChiraQ You straight Que? 
0HOUR5, Fri Apr 24 06:13:58 +0000 2020, -115.135165, 36.060964, Because it’s a scam 
sassyrocky729, Fri Apr 24 06:13:58 +0000 2020, -85.950051, 39.963761, Rudy Giuliani trying to compare contact tracing for a highly infectious virus to non-infectious medical conditions… https://t.co/c9pq4hfcLi 
ForFightsSake, Fri Apr 24 06:13:58 +0000 2020, -82.669467, 40.365160, 🙄🙄🙄🙄🙄🙄 
cooking_fiction, Fri Apr 24 06:13:58 +0000 2020, -122.330602, 47.614817, حلا لعشاق اللغوايص 👍😍يسبب سعادة خصوصا مع وقت القوة والمسلسلات 📺#Seattle #شهر_رمضان_المبارك  #١_رمضان #رمضان_2020… https://t.co/cNq8U0LhwJ 
principedgueto, Fri Apr 24 06:13:58 +0000 2020, -73.948775, 40.655138, @morenamariah Mano o bagulho tá foda. Com uma branca na parada os cara foca no Babu. É tudo que a branquitute ama. 
dj_oze, Fri Apr 24 06:13:59 +0000 2020, -79.087874, 43.053899, @MuseeLouvre Magnificent 🙌🏻 
Da_Real_Mikey_K, Fri Apr 24 06:13:59 +0000 2020, -79.993760, 40.302751, No, that guy was NOT taking a dump 
Jmhnole79, Fri Apr 24 06:13:59 +0000 2020, -84.266174, 30.476216, Aww 🥰 forever your lil buddy!! Made my night! 
togchampion, Fri Apr 24 06:13:59 +0000 2020, -80.651818, 27.986947, @LootingKyle @Thunderblunder7 +2 252+ SpA Coalossal Max Overgrowth (140 BP) vs. 244 HP / 252+ SpD Rindo Berry Gastr… https://t.co/KHEgdB8xdY 
hannahtatsch, Fri Apr 24 06:13:59 +0000 2020, -97.432425, 27.737151, @LoudLuxury 
callie_olinger, Fri Apr 24 06:13:59 +0000 2020, -86.611411, 34.706027, I love mtv’s How Far is Tattoo Far. Inviting feuding people to take out their anger &amp; reveal secrets by designing t… https://t.co/NLphoeC8HC 
kkoalala__, Fri Apr 24 06:13:59 +0000 2020, -158.100354, 21.599159, yellow 
luxurytax8, Fri Apr 24 06:13:59 +0000 2020, -122.435979, 37.770657, #ewing23 #ewing23empire https://t.co/4qosDyjlzl 
liberalprick70, Fri Apr 24 06:14:00 +0000 2020, -81.611450, 28.020476, Giuliani Acts As If Cancer, Obesity Were Contagious In Fox News Coronavirus Ranthttps://t.co/Yzwz1ZEE68 
EvensonFrancois, Fri Apr 24 06:14:00 +0000 2020, -80.201535, 26.168382, Wigs. Some Are Included Some Are Required 
gaabsterrrr, Fri Apr 24 06:14:00 +0000 2020, -111.917026, 40.765805, I want one 🥺 
sydalx, Fri Apr 24 06:14:00 +0000 2020, -96.476539, 32.092979, wish i was loved. 
Infinitedreammz, Fri Apr 24 06:14:00 +0000 2020, -121.873730, 37.331159, I needa make it outta of here 
iaricari, Fri Apr 24 06:14:00 +0000 2020, -91.044925, 33.393600, @itsONLY_1taMEa sis you missed me on the cottage cheese 😂 
Neal53534590, Fri Apr 24 06:14:00 +0000 2020, -122.272453, 47.056876, @JohnCleese That happened long ago, John. But thanks for the validation. 
WheresNuts, Fri Apr 24 06:14:01 +0000 2020, -79.861034, 35.170499, @JDilly7 I like my MP7 as well. It’s either that as my secondary or the HDR. 
krlakkadi, Fri Apr 24 06:13:56 +0000 2020, -71.609219, 42.265111, 🙏 @PMOIndia @HMOIndia #Justice4HinduSaints #SadhuKeHatyarokoBiryani #PalgharMobLynching #hinduphobia_in_arab… https://t.co/GkVPe8R9fC 
ok_alicia_, Fri Apr 24 06:14:01 +0000 2020, -117.397616, 33.935822, I wanna go to Walt Disney World 😩 
Grahamjs79, Fri Apr 24 06:14:01 +0000 2020, -117.688770, 33.469634, @Cameron_Fox 14 day quarantine when you land. 
DopeLifeOfTot, Fri Apr 24 06:14:01 +0000 2020, -83.099288, 42.352787, Next really made a song about being hard on the dance floor lmao that’s why ppl don’t dance at parties now 
adri_truelove, Fri Apr 24 06:14:01 +0000 2020, -95.446486, 29.838495, Damn when I said sign me up I didn’t think you’d do it literally 
FatGirl_fashion, Fri Apr 24 06:14:01 +0000 2020, -87.732013, 41.833585, I only wish her mind did turn her and made her change her face and body up.  We all handle depression differently.… https://t.co/rdt8t8zS0s 
blizzbitch, Fri Apr 24 06:14:01 +0000 2020, -84.192069, 34.038017, @hentai__banana i would choose nachos over jessica alba 
J_W_O_17, Fri Apr 24 06:14:01 +0000 2020, -94.793924, 32.156926, Since girls always hate on guys that names start with a J... I’m going back to my high school nickname “Stan”... ma… https://t.co/l8j4TWIqVl 
Toetal_Vixen, Fri Apr 24 06:14:01 +0000 2020, -97.343915, 37.683897, @Footrubforwomen Me too!!!!!! 
pandatania, Fri Apr 24 06:14:01 +0000 2020, -100.270474, 25.736715, Acabo de ver un spot de Falsos Falsificados que dice "combierta en amor"  Qué pasó @ElNu9veTV ? 
pdxfirelog, Fri Apr 24 06:14:01 +0000 2020, -122.649771, 45.485700, ILBURN - ILLEGAL BURNING at SE MILWAUKIE AVE / SE MITCHELL ST, PORT [Portland Fire #RP20000033242] 23:04 #pdx911 
TweetswithLogan, Fri Apr 24 06:14:02 +0000 2020, -83.173867, 32.678207, I ain’t believe it when ya said it but when the commissioner said it I almost died 
lynda3035, Fri Apr 24 06:14:02 +0000 2020, -122.958344, 49.239654, @MoetBlindCat @catsrule0 @Betty_Boo_Kat @JoyOfCats @1gingerbeauty @sharon_cantley @fluffybasil @Lpowell588Lady… https://t.co/vBM7MPWr5Y 
damnbreeee, Fri Apr 24 06:14:02 +0000 2020, -106.417430, 31.793368, Bitches really sit around and watch other females flirt with their bf??? Like that???? Weirdos. 
misowavy, Fri Apr 24 06:14:02 +0000 2020, -118.113076, 33.844650, @kaiwhitt ily more ♥️ 
Bob42746, Fri Apr 24 06:14:02 +0000 2020, -120.529760, 46.594223, @jsolomonReports Said the fly to the big dog. #StupidIsAsStupidDoes # 
AneissaV, Fri Apr 24 06:14:02 +0000 2020, -119.319526, 36.319486, The biggest thing I’ve corrected about myself this year was looking for love and happiness within myself Bc what I… https://t.co/bSh0Vxy7ub 
jrz2796, Fri Apr 24 06:14:02 +0000 2020, -88.110264, 41.568604, @GovPritzker Okay but what about self employed. When will IL update unemployment site per CARE act? I’m with out income since March. 
PriscillaAbril, Fri Apr 24 06:14:02 +0000 2020, -100.168717, 25.778679, No está bien que solo te traten bien a ratitos o por temporadas 
CeciliaMorrell, Fri Apr 24 06:14:02 +0000 2020, -79.272570, 43.629311, @m_iiyako 🔥🔥🔥 
GaryW73004828, Fri Apr 24 06:14:03 +0000 2020, -122.588975, 45.630589, https://t.co/phMT2iF2PR 
jajosogo, Fri Apr 24 06:14:03 +0000 2020, -122.435979, 37.770657, this shit was so good 
sermolinamx, Fri Apr 24 06:14:03 +0000 2020, -97.547392, 25.558993, OLV! 
ltvoid, Fri Apr 24 06:14:03 +0000 2020, -122.330602, 47.614817, Am I the new Nadia? WHO IS SHE 🥴 
kiydsyd, Fri Apr 24 06:14:03 +0000 2020, -117.009399, 33.935967, Me and @Shakti_Carrillo our first night back at chili’s 
akatayonce, Fri Apr 24 06:14:03 +0000 2020, -118.411907, 34.020789, https://t.co/mVcgOGP8D7 
rossi_turntUP, Fri Apr 24 06:14:03 +0000 2020, -86.680738, 32.576227, Well that ends the debate. 
djkuttncee2K19, Fri Apr 24 06:14:03 +0000 2020, -87.967292, 43.056722, @justsanaa Look at his mouth 
mstaj_hark, Fri Apr 24 06:14:03 +0000 2020, -82.985772, 39.994684, If my job make me come back and wear a mask all day. Im going to request to work from. Thats dumb asf.  If you that… https://t.co/glXkAXFWGY 
dessie_beaver, Fri Apr 24 06:14:04 +0000 2020, -86.270540, 45.001180, The viris actually started in the fall, i had it in early December,  China let ot go in September just saying. 
mostoutmire, Fri Apr 24 06:14:04 +0000 2020, -122.419000, 37.779300, Posted withregram • christinecaine Our hope is in Jesus — nothing compares to the hope only he can bring. While hop… https://t.co/W3JqR25Ez2 
BertyNextDoor_, Fri Apr 24 06:14:04 +0000 2020, -78.657837, 35.843981, https://t.co/hhv8CZlAJU 
nataliecudi, Fri Apr 24 06:14:04 +0000 2020, -73.948775, 40.655138, og honey baby &gt; honey baby spoiled 
RelogioRio, Fri Apr 24 06:14:04 +0000 2020, -102.558037, 23.625418, π 
anneod7, Fri Apr 24 06:14:04 +0000 2020, -117.287924, 33.121484, @arthomason How can the colleges be asking for deposits from families before this decision is made? 
Aniketman, Fri Apr 24 06:14:04 +0000 2020, -118.411907, 34.020789, @JamesGunn I KNEW IT 
theloverera, Fri Apr 24 06:14:04 +0000 2020, -112.124676, 33.552863, no my most recent pic with withcon is so good look at my outfit and how happy i am and jaydens arm on my head it wa… https://t.co/i8hOi3mFkx 
bbybry_, Fri Apr 24 06:14:05 +0000 2020, -85.425011, 31.232221, What movie is this? 
GNIK_SUIRAD, Fri Apr 24 06:14:05 +0000 2020, -86.964489, 33.376113, @_CoolGuyy Bye 🤣🤣🤣 
azuceenacastro, Fri Apr 24 06:14:05 +0000 2020, -107.342056, 24.662488, no se miden los vecinos no puede ser 
whitey__boii, Fri Apr 24 06:14:05 +0000 2020, -118.411907, 34.020789, @only1bex Lmao 
wop50k, Fri Apr 24 06:14:05 +0000 2020, -100.076888, 31.168893, Promise Ima get us all rich 
Braddock512, Fri Apr 24 06:14:05 +0000 2020, -118.411907, 34.020789, @MLozada https://t.co/nltPXPuHTG 
addison_bare, Fri Apr 24 06:14:06 +0000 2020, -111.880874, 33.282450, When debating with that guy I forgot to mention Elgton Jenkins who appears to a lock as an all pro guard for years to come 
agtz8617, Fri Apr 24 06:14:06 +0000 2020, -95.158936, 29.668301, Started today with $37 and ended up at home with $560 🤪 
jaaygotuchiesss, Fri Apr 24 06:14:06 +0000 2020, -118.304663, 33.945234, Oh, I’m very persistent 💯 
DJNerf, Fri Apr 24 06:14:06 +0000 2020, -104.922093, 39.713563, @nexton9news Mosh pits. 
Travis88L, Fri Apr 24 06:14:06 +0000 2020, -119.306608, 37.269176, I’m single because I want that old fashion love so until someone is going to show me that I’m content on my own. 
aangelbaabbyy, Fri Apr 24 06:14:06 +0000 2020, -119.165389, 34.181956, All This Hyna Wants 🌹 
jasmine5100_, Fri Apr 24 06:14:06 +0000 2020, -95.446486, 29.838495, Im feelin this Camp and Yung Bleu frrr 
jaceyneelyy, Fri Apr 24 06:14:06 +0000 2020, -100.076888, 31.168893, johnny depp &gt;&gt;&gt; 
